1,0x000000ff,4,LINE,1,506.0,166.0,503.0,297.0,396.0,165.0,392.01185147170963,295.0945115423612,SEGMENT,SMOOTH,2,503.0,297.0,508.0,423.0,608.9963073427057,298.81978655263697,610.0,423.0,SMOOTH,SEGMENT,
2,0x000000ff,4,LINE,1,507.0,165.0,509.0,423.0,325.0,166.0,333.99274000767116,421.79212998321844,SEGMENT,SMOOTH,2,509.0,423.0,508.0,164.0,686.989830471739,424.2284552053913,677.0,165.0,SMOOTH,SEGMENT,
3,0x000000ff,4,LINE,1,485.0,214.0,484.0,249.0,460.0,213.0,460.0177318088484,248.0776050695711,SEGMENT,SMOOTH,2,484.0,249.0,486.0,214.0,510.0000000000001,250.0,510.0,215.0,SMOOTH,SEGMENT,
4,0x000000ff,4,LINE,1,511.0,350.0,521.0,381.0,490.0,356.0,500.0,388.0,SEGMENT,SMOOTH,2,521.0,381.0,511.0,350.0,545.0380986910205,374.13197180256554,533.0,343.0,SMOOTH,SEGMENT,
5,0x000000ff,2,LINE,1,463.0,118.0,562.0,117.0,463.0,118.0,561.0,116.0,SEGMENT,SEGMENT,
6,0x000000ff,2,DASHDOT,1,466.0,461.0,564.0,462.0,466.0,461.0,564.0,462.0,SEGMENT,SEGMENT,
7,0x000000ff,2,LINE,1,564.0,482.0,466.0,482.0,564.0,482.0,466.0,482.0,SEGMENT,SEGMENT,
8,0x000000ff,2,DASH,1,466.0,506.0,566.0,507.0,466.0,506.0,566.0,507.0,SEGMENT,SEGMENT,
9,0x000000ff,2,DASH,1,688.0,251.0,690.0,341.0,688.0,251.0,690.0,341.0,SEGMENT,SEGMENT,
10,0x000000ff,2,DASHDOT,1,715.0,247.0,717.0,343.0,715.0,247.0,717.0,343.0,SEGMENT,SEGMENT,
11,0x000000ff,2,LINE,1,739.0,246.0,741.0,344.0,739.0,246.0,741.0,344.0,SEGMENT,SEGMENT,
12,0x000000ff,2,LINE,1,613.0,140.0,671.0,201.0,613.0,140.0,671.0,201.0,SEGMENT,SEGMENT,
13,0x000000ff,2,DASHDOT,1,632.0,118.0,691.0,181.0,632.0,118.0,691.0,181.0,SEGMENT,SEGMENT,
14,0x000000ff,2,LINE,1,653.0,87.0,720.0,163.0,653.0,87.0,720.0,163.0,SEGMENT,SEGMENT,
15,0x000000ff,2,DOT,1,681.0,398.0,625.0,452.0,681.0,398.0,625.0,452.0,SEGMENT,SEGMENT,
16,0x000000ff,2,LINE,1,708.0,402.0,637.0,470.0,708.0,402.0,637.0,470.0,SEGMENT,SEGMENT,
17,0x000000ff,2,LINE,1,728.0,419.0,650.0,497.0,728.0,419.0,650.0,497.0,SEGMENT,SEGMENT,
18,0x000000ff,2,DASH,1,339.0,241.0,342.0,339.0,339.0,241.0,342.0,339.0,SEGMENT,SEGMENT,
19,0x000000ff,2,LINE,1,312.0,237.0,315.0,348.0,312.0,237.0,315.0,348.0,SEGMENT,SEGMENT,
20,0x000000ff,2,DASHDOT,1,277.0,228.0,283.0,354.0,277.0,228.0,283.0,354.0,SEGMENT,SEGMENT,
21,0x000000ff,2,LINE,1,421.0,134.0,368.0,190.0,421.0,134.0,368.0,190.0,SEGMENT,SEGMENT,
22,0x000000ff,2,DOT,1,402.0,106.0,343.0,167.0,402.0,106.0,343.0,167.0,SEGMENT,SEGMENT,
23,0x000000ff,2,DASH,1,397.0,73.0,311.0,157.0,397.0,73.0,311.0,157.0,SEGMENT,SEGMENT,
24,0x000000ff,2,DASHDOT,1,459.0,94.0,567.0,94.0,459.0,94.0,567.0,94.0,SEGMENT,SEGMENT,
25,0x000000ff,2,LINE,1,447.0,60.0,580.0,60.0,447.0,60.0,580.0,60.0,SEGMENT,SEGMENT,
26,0x000000ff,2,LINE,1,357.0,388.0,416.0,446.0,357.0,388.0,416.0,446.0,SEGMENT,SEGMENT,
27,0x000000ff,2,DASHDOT,1,321.0,391.0,405.0,473.0,321.0,391.0,405.0,474.0,SEGMENT,SEGMENT,
28,0x000000ff,2,LINE,1,294.0,400.0,397.0,505.0,294.0,400.0,397.0,506.0,SEGMENT,SEGMENT,
